Day of Tanggal,drilldownGeographic,Persentase_total_vaksin1_pendidik,Persentase_total_vaksin1_pendidik_kumulatif,Running Sum of TotalDivaksin1PerProvinsi/1000,Running Sum of Divaksin 1,Divaksin 1
"February 26, 2021",Jawa Timur,0.141580976,0.340803061,2.838,"2,838","1,179"
"April 29, 2021",Jawa Timur,0.162595963,30.104390451,250.691,"250,691","1,354"
"June 24, 2021",Jawa Timur,0.163676734,48.563595556,404.408,"404,408","1,363"
"June 26, 2021",Jawa Timur,0.171001959,48.814094212,406.494,"406,494","1,424"
"March 20, 2021",Jawa Timur,0.193337889,10.335050958,86.064,"86,064","1,610"
"May 17, 2021",Jawa Timur,0.199462256,32.568788060,271.213,"271,213","1,661"
"April 9, 2021",Jawa Timur,0.204265682,24.307255935,202.416,"202,416","1,701"
"June 12, 2021",Jawa Timur,0.206427224,46.810945566,389.813,"389,813","1,719"
"May 4, 2021",Jawa Timur,0.206667395,30.510159846,254.07,"254,070","1,721"
"March 19, 2021",Jawa Timur,0.217114846,10.141713070,84.454,"84,454","1,808"
"June 16, 2021",Jawa Timur,0.226961869,47.689372060,397.128,"397,128","1,890"
"April 24, 2021",Jawa Timur,0.240291376,29.569528988,246.237,"246,237","2,001"
"June 17, 2021",Jawa Timur,0.242332832,47.931704892,399.146,"399,146","2,018"
"April 10, 2021",Jawa Timur,0.249658056,24.556913991,204.495,"204,495","2,079"
"June 11, 2021",Jawa Timur,0.251819598,46.604518342,388.094,"388,094","2,097"
"April 23, 2021",Jawa Timur,0.255422167,29.329237612,244.236,"244,236","2,127"
"May 11, 2021",Jawa Timur,0.260946107,32.359598866,269.471,"269,471","2,173"
"March 15, 2021",Jawa Timur,0.278238440,8.915278377,74.241,"74,241","2,317"
"February 27, 2021",Jawa Timur,0.287124777,0.627927838,5.229,"5,229","2,391"
"May 10, 2021",Jawa Timur,0.290367090,32.098652759,267.298,"267,298","2,418"
"June 5, 2021",Jawa Timur,0.290367090,44.154651097,367.693,"367,693","2,418"
"June 4, 2021",Jawa Timur,0.293609402,43.864284007,365.275,"365,275","2,445"
"March 17, 2021",Jawa Timur,0.304297025,9.575629339,79.74,"79,740","2,534"
"April 17, 2021",Jawa Timur,0.304897453,27.195555870,226.468,"226,468","2,539"
"May 5, 2021",Jawa Timur,0.305617967,30.815777813,256.615,"256,615","2,545"
"May 6, 2021",Jawa Timur,0.310661564,31.126439377,259.202,"259,202","2,587"
"April 3, 2021",Jawa Timur,0.311141906,22.629659473,188.446,"188,446","2,591"
"May 7, 2021",Jawa Timur,0.314023962,31.440463338,261.817,"261,817","2,615"
"March 23, 2021",Jawa Timur,0.319908158,11.064331081,92.137,"92,137","2,664"
"June 15, 2021",Jawa Timur,0.321349186,47.462410191,395.238,"395,238","2,676"
"June 14, 2021",Jawa Timur,0.321589358,47.141061005,392.562,"392,562","2,678"
"March 12, 2021",Jawa Timur,0.323870985,8.301040302,69.126,"69,126","2,697"
"March 13, 2021",Jawa Timur,0.331796637,8.632836939,71.889,"71,889","2,763"
"April 13, 2021",Jawa Timur,0.332757323,25.404118217,211.55,"211,550","2,771"
"May 8, 2021",Jawa Timur,0.334558607,31.775021946,264.603,"264,603","2,786"
"March 18, 2021",Jawa Timur,0.348968885,9.924598223,82.646,"82,646","2,906"
"April 8, 2021",Jawa Timur,0.349569313,24.102990253,200.715,"200,715","2,911"
"March 16, 2021",Jawa Timur,0.356053938,9.271332314,77.206,"77,206","2,965"
"April 6, 2021",Jawa Timur,0.364580018,23.373469959,194.64,"194,640","3,036"
"April 5, 2021",Jawa Timur,0.368182588,23.008889940,191.604,"191,604","3,066"
"April 7, 2021",Jawa Timur,0.379950981,23.753420940,197.804,"197,804","3,164"
"April 22, 2021",Jawa Timur,0.397963828,29.073815445,242.109,"242,109","3,314"
"March 22, 2021",Jawa Timur,0.404808710,10.744422922,89.473,"89,473","3,371"
"April 21, 2021",Jawa Timur,0.419579244,28.675851617,238.795,"238,795","3,494"
"April 14, 2021",Jawa Timur,0.448159627,25.852277845,215.282,"215,282","3,732"
"March 1, 2021",Jawa Timur,0.453563481,1.086414831,9.047,"9,047","3,777"
"June 9, 2021",Jawa Timur,0.458847250,45.711441400,380.657,"380,657","3,821"
"June 7, 2021",Jawa Timur,0.466172474,44.630430423,371.655,"371,655","3,882"
"April 20, 2021",Jawa Timur,0.470615643,28.256272373,235.301,"235,301","3,919"
"May 18, 2021",Jawa Timur,0.499196027,33.067984086,275.37,"275,370","4,157"
"April 16, 2021",Jawa Timur,0.504359709,26.890658418,223.929,"223,929","4,200"
"April 12, 2021",Jawa Timur,0.509883649,25.071360895,208.779,"208,779","4,246"
"April 15, 2021",Jawa Timur,0.534020864,26.386298708,219.729,"219,729","4,447"
"April 19, 2021",Jawa Timur,0.537023005,27.785656730,231.382,"231,382","4,472"
"May 22, 2021",Jawa Timur,0.561040134,36.001676396,299.8,"299,800","4,672"
"May 21, 2021",Jawa Timur,0.564042275,35.440636262,295.128,"295,128","4,697"
"March 24, 2021",Jawa Timur,0.589260260,11.653591341,97.044,"97,044","4,907"
"May 29, 2021",Jawa Timur,0.605111566,41.124409929,342.459,"342,459","5,039"
"June 8, 2021",Jawa Timur,0.622163727,45.252594150,376.836,"376,836","5,181"
"June 10, 2021",Jawa Timur,0.641257345,46.352698745,385.997,"385,997","5,340"
"March 10, 2021",Jawa Timur,0.659270192,7.959276556,66.28,"66,280","5,490"
"March 6, 2021",Jawa Timur,0.667195844,5.394367263,44.921,"44,921","5,556"
"April 1, 2021",Jawa Timur,0.687970661,22.290177354,185.619,"185,619","5,729"
"March 2, 2021",Jawa Timur,0.703341623,1.789756454,14.904,"14,904","5,857"
"June 3, 2021",Jawa Timur,0.727839095,43.570674605,362.83,"362,830","6,061"
"May 28, 2021",Jawa Timur,0.752576738,40.519298364,337.42,"337,420","6,267"
"May 19, 2021",Jawa Timur,0.768908385,33.836892472,281.773,"281,773","6,403"
"June 2, 2021",Jawa Timur,0.789443031,42.842835510,356.769,"356,769","6,574"
"March 5, 2021",Jawa Timur,0.816822558,4.727171419,39.365,"39,365","6,802"
"March 9, 2021",Jawa Timur,0.850446538,7.300006365,60.79,"60,790","7,082"
"May 31, 2021",Jawa Timur,0.915653044,42.045466827,350.129,"350,129","7,625"
"March 3, 2021",Jawa Timur,0.967530042,2.757286497,22.961,"22,961","8,057"
"May 20, 2021",Jawa Timur,1.039701515,34.876593987,290.431,"290,431","8,658"
"March 8, 2021",Jawa Timur,1.043063913,6.449559826,53.708,"53,708","8,686"
"March 4, 2021",Jawa Timur,1.153062364,3.910348861,32.563,"32,563","9,602"
"May 27, 2021",Jawa Timur,1.175638465,39.766721626,331.153,"331,153","9,790"
"May 24, 2021",Jawa Timur,1.204218849,37.215261925,309.906,"309,906","10,028"
"March 25, 2021",Jawa Timur,1.287918544,12.941509885,107.769,"107,769","10,725"
"March 26, 2021",Jawa Timur,1.323223723,14.264733608,118.788,"118,788","11,019"
"May 25, 2021",Jawa Timur,1.352524621,38.567786545,321.169,"321,169","11,263"
"March 31, 2021",Jawa Timur,1.472730351,21.602206694,179.89,"179,890","12,264"
"March 27, 2021",Jawa Timur,1.687203313,15.951936921,132.838,"132,838","14,050"
"March 30, 2021",Jawa Timur,1.709659329,20.129476343,167.626,"167,626","14,237"
"March 29, 2021",Jawa Timur,2.371811576,18.419817013,153.389,"153,389","19,751"
"April 4, 2021",Kalimantan Barat,0,7.199757226,7.592,"7,592",0
"April 25, 2021",Kalimantan Barat,0,11.766937258,12.408,"12,408",0
"May 9, 2021",Kalimantan Barat,0,13.838100296,14.592,"14,592",0
"May 11, 2021",Kalimantan Barat,0,13.877930354,14.634,"14,634",0
"May 13, 2021",Kalimantan Barat,0,13.879827024,14.636,"14,636",0
"May 15, 2021",Kalimantan Barat,0,13.879827024,14.636,"14,636",0
"June 13, 2021",Kalimantan Barat,0,16.655602762,17.563,"17,563",0
"February 23, 2021",Kalimantan Barat,0.000948335,0.000948335,0.001,1,1
"July 25, 2021",Kalimantan Barat,0.000948335,25.475115697,26.863,"26,863",1
"May 12, 2021",Kalimantan Barat,0.001896669,13.879827024,14.636,"14,636",2
"March 1, 2021",Kalimantan Barat,0.002845004,0.003793339,0.004,4,3
"March 21, 2021",Kalimantan Barat,0.003793339,1.815112662,1.914,"1,914",4
"June 27, 2021",Kalimantan Barat,0.003793339,21.077687581,22.226,"22,226",4
"May 30, 2021",Kalimantan Barat,0.004741674,15.110765496,15.934,"15,934",5
"June 1, 2021",Kalimantan Barat,0.005690008,15.306122449,16.14,"16,140",6
"June 20, 2021",Kalimantan Barat,0.006638343,18.959107807,19.992,"19,992",7
"May 7, 2021",Kalimantan Barat,0.007586678,13.804908581,14.557,"14,557",8
"May 26, 2021",Kalimantan Barat,0.007586678,14.690653213,15.491,"15,491",8
"July 18, 2021",Kalimantan Barat,0.008535013,25.164061907,26.535,"26,535",9
"June 6, 2021",Kalimantan Barat,0.013276686,15.738563083,16.596,"16,596",14
"July 11, 2021",Kalimantan Barat,0.015173356,24.167362112,25.484,"25,484",16
"May 17, 2021",Kalimantan Barat,0.016121690,13.895948714,14.653,"14,653",17
"April 24, 2021",Kalimantan Barat,0.018018360,11.766937258,12.408,"12,408",19
"March 20, 2021",Kalimantan Barat,0.018966694,1.811319323,1.91,"1,910",20
"May 22, 2021",Kalimantan Barat,0.024656703,14.124497383,14.894,"14,894",26
"March 28, 2021",Kalimantan Barat,0.025605038,5.010052348,5.283,"5,283",27
"July 29, 2021",Kalimantan Barat,0.025605038,25.613572567,27.009,"27,009",27
"May 19, 2021",Kalimantan Barat,0.027501707,13.976557166,14.738,"14,738",29
"March 12, 2021",Kalimantan Barat,0.030346711,1.389310371,1.465,"1,465",32
"July 23, 2021",Kalimantan Barat,0.031295046,25.438130643,26.824,"26,824",33
"May 8, 2021",Kalimantan Barat,0.033191715,13.838100296,14.592,"14,592",35
"July 28, 2021",Kalimantan Barat,0.034140050,25.587967529,26.982,"26,982",36
"March 19, 2021",Kalimantan Barat,0.036036720,1.792352629,1.89,"1,890",38
"July 24, 2021",Kalimantan Barat,0.036036720,25.474167362,26.862,"26,862",38
"June 5, 2021",Kalimantan Barat,0.037933389,15.725286397,16.582,"16,582",40
"July 27, 2021",Kalimantan Barat,0.038881724,25.553827479,26.946,"26,946",41
"May 10, 2021",Kalimantan Barat,0.039830058,13.877930354,14.634,"14,634",42
"July 26, 2021",Kalimantan Barat,0.039830058,25.514945755,26.905,"26,905",42
"March 13, 2021",Kalimantan Barat,0.046468401,1.435778772,1.514,"1,514",49
"March 18, 2021",Kalimantan Barat,0.046468401,1.756315909,1.852,"1,852",49
"June 12, 2021",Kalimantan Barat,0.051210075,16.655602762,17.563,"17,563",54
"May 18, 2021",Kalimantan Barat,0.053106745,13.949055459,14.709,"14,709",56
"April 17, 2021",Kalimantan Barat,0.056900083,10.734200743,11.319,"11,319",60
"May 20, 2021",Kalimantan Barat,0.059745088,14.036302253,14.801,"14,801",63
"March 10, 2021",Kalimantan Barat,0.060693422,1.358963660,1.433,"1,433",64
"May 1, 2021",Kalimantan Barat,0.061641757,12.659320234,13.349,"13,349",65
"May 21, 2021",Kalimantan Barat,0.063538427,14.099840680,14.868,"14,868",67
"July 19, 2021",Kalimantan Barat,0.066383431,25.230445338,26.605,"26,605",70
"May 29, 2021",Kalimantan Barat,0.067331765,15.106023822,15.929,"15,929",71
"March 16, 2021",Kalimantan Barat,0.071125104,1.615014035,1.703,"1,703",75
"April 23, 2021",Kalimantan Barat,0.072073439,11.748918898,12.389,"12,389",76
"May 28, 2021",Kalimantan Barat,0.072073439,15.038692057,15.858,"15,858",76
"July 4, 2021",Kalimantan Barat,0.072073439,22.670889917,23.906,"23,906",76
"April 30, 2021",Kalimantan Barat,0.078711782,12.597678477,13.284,"13,284",83
"July 21, 2021",Kalimantan Barat,0.079660117,25.310105455,26.689,"26,689",84
"April 11, 2021",Kalimantan Barat,0.080608452,9.754570973,10.286,"10,286",85
"July 10, 2021",Kalimantan Barat,0.080608452,24.152188757,25.468,"25,468",85
"June 4, 2021",Kalimantan Barat,0.081556786,15.687353008,16.542,"16,542",86
"March 8, 2021",Kalimantan Barat,0.083453456,1.188263409,1.253,"1,253",88
"April 14, 2021",Kalimantan Barat,0.083453456,10.205978302,10.762,"10,762",88
"April 13, 2021",Kalimantan Barat,0.087246795,10.122524846,10.674,"10,674",92
"July 17, 2021",Kalimantan Barat,0.087246795,25.155526895,26.526,"26,526",92
"March 17, 2021",Kalimantan Barat,0.094833472,1.709847508,1.803,"1,803",100
"July 22, 2021",Kalimantan Barat,0.096730142,25.406835597,26.791,"26,791",102
"March 2, 2021",Kalimantan Barat,0.097678477,0.101471815,0.107,107,103
"April 3, 2021",Kalimantan Barat,0.100523481,7.199757226,7.592,"7,592",106
"March 15, 2021",Kalimantan Barat,0.108110159,1.543888931,1.628,"1,628",114
"March 9, 2021",Kalimantan Barat,0.110006828,1.298270237,1.369,"1,369",116
"June 25, 2021",Kalimantan Barat,0.113800167,20.860518929,21.997,"21,997",120
"June 7, 2021",Kalimantan Barat,0.127076853,15.865639936,16.73,"16,730",134
"June 3, 2021",Kalimantan Barat,0.128025188,15.605796222,16.456,"16,456",135
"March 5, 2021",Kalimantan Barat,0.128973522,0.962559745,1.015,"1,015",136
"April 28, 2021",Kalimantan Barat,0.137508535,12.187049541,12.851,"12,851",145
"April 27, 2021",Kalimantan Barat,0.140353539,12.049541006,12.706,"12,706",148
"March 6, 2021",Kalimantan Barat,0.142250209,1.104809954,1.165,"1,165",150
"April 26, 2021",Kalimantan Barat,0.142250209,11.909187467,12.558,"12,558",150
"July 3, 2021",Kalimantan Barat,0.147940217,22.598816478,23.83,"23,830",156
"July 14, 2021",Kalimantan Barat,0.147940217,24.688946210,26.034,"26,034",156
"April 22, 2021",Kalimantan Barat,0.149836886,11.676845459,12.313,"12,313",158
"July 16, 2021",Kalimantan Barat,0.149836886,25.068280100,26.434,"26,434",158
"June 9, 2021",Kalimantan Barat,0.160268568,16.262043851,17.148,"17,148",169
"June 10, 2021",Kalimantan Barat,0.165958577,16.428002428,17.323,"17,323",175
"June 14, 2021",Kalimantan Barat,0.165958577,16.821561338,17.738,"17,738",175
"June 2, 2021",Kalimantan Barat,0.171648585,15.477771034,16.321,"16,321",181
"July 13, 2021",Kalimantan Barat,0.171648585,24.541005993,25.878,"25,878",181
"June 11, 2021",Kalimantan Barat,0.176390259,16.604392686,17.509,"17,509",186
"April 16, 2021",Kalimantan Barat,0.182080267,10.677300660,11.259,"11,259",192
"May 31, 2021",Kalimantan Barat,0.189666945,15.300432441,16.134,"16,134",200
"July 2, 2021",Kalimantan Barat,0.189666945,22.450876261,23.674,"23,674",200
"May 24, 2021",Kalimantan Barat,0.191563614,14.316060997,15.096,"15,096",202
"July 12, 2021",Kalimantan Barat,0.201995296,24.369357408,25.697,"25,697",213
"June 19, 2021",Kalimantan Barat,0.205788635,18.952469464,19.985,"19,985",217
"March 22, 2021",Kalimantan Barat,0.206736970,2.021849632,2.132,"2,132",218
"July 9, 2021",Kalimantan Barat,0.207685305,24.071580305,25.383,"25,383",219
"June 29, 2021",Kalimantan Barat,0.208633639,21.591685001,22.768,"22,768",220
"May 3, 2021",Kalimantan Barat,0.213375313,12.872695547,13.574,"13,574",225
"June 26, 2021",Kalimantan Barat,0.213375313,21.073894242,22.222,"22,222",225
"April 19, 2021",Kalimantan Barat,0.214323648,10.948524391,11.545,"11,545",226
"May 6, 2021",Kalimantan Barat,0.222858660,13.797321903,14.549,"14,549",235
"July 15, 2021",Kalimantan Barat,0.229497003,24.918443214,26.276,"26,276",242
"March 23, 2021",Kalimantan Barat,0.233290342,2.255139974,2.378,"2,378",246
"June 8, 2021",Kalimantan Barat,0.236135346,16.101775283,16.979,"16,979",249
"April 9, 2021",Kalimantan Barat,0.241825355,9.367650406,9.878,"9,878",255
"July 7, 2021",Kalimantan Barat,0.248463698,23.450421061,24.728,"24,728",262
"July 6, 2021",Kalimantan Barat,0.256998710,23.201957363,24.466,"24,466",271
"April 21, 2021",Kalimantan Barat,0.263637053,11.527008573,12.155,"12,155",278
"June 30, 2021",Kalimantan Barat,0.271223731,21.862908732,23.054,"23,054",286
"July 5, 2021",Kalimantan Barat,0.274068735,22.944958653,24.195,"24,195",289
"May 27, 2021",Kalimantan Barat,0.275965405,14.966618618,15.782,"15,782",291
"May 4, 2021",Kalimantan Barat,0.279758744,13.152454290,13.869,"13,869",295
"April 12, 2021",Kalimantan Barat,0.280707078,10.035278052,10.582,"10,582",296
"March 27, 2021",Kalimantan Barat,0.284500417,4.984447311,5.256,"5,256",300
"April 15, 2021",Kalimantan Barat,0.289242091,10.495220393,11.067,"11,067",305
"June 24, 2021",Kalimantan Barat,0.300622108,20.746718762,21.877,"21,877",317
"June 28, 2021",Kalimantan Barat,0.305363781,21.383051362,22.548,"22,548",322
"April 10, 2021",Kalimantan Barat,0.306312116,9.673962522,10.201,"10,201",323
"April 20, 2021",Kalimantan Barat,0.314847128,11.263371520,11.877,"11,877",332
"June 23, 2021",Kalimantan Barat,0.322433806,20.446096654,21.56,"21,560",340
"March 4, 2021",Kalimantan Barat,0.324330476,0.833586223,0.879,879,342
"April 29, 2021",Kalimantan Barat,0.331917153,12.518966694,13.201,"13,201",350
"June 15, 2021",Kalimantan Barat,0.353728852,17.175290190,18.111,"18,111",373
"May 25, 2021",Kalimantan Barat,0.367005538,14.683066535,15.483,"15,483",387
"July 1, 2021",Kalimantan Barat,0.398300584,22.261209316,23.474,"23,474",420
"April 7, 2021",Kalimantan Barat,0.405887262,8.554927547,9.021,"9,021",428
"March 3, 2021",Kalimantan Barat,0.407783931,0.509255747,0.537,537,430
"July 8, 2021",Kalimantan Barat,0.413473940,23.863895000,25.164,"25,164",436
"May 5, 2021",Kalimantan Barat,0.422008952,13.574463243,14.314,"14,314",445
"March 30, 2021",Kalimantan Barat,0.442872316,5.968818754,6.294,"6,294",467
"April 5, 2021",Kalimantan Barat,0.460890676,7.660647902,8.078,"8,078",486
"April 6, 2021",Kalimantan Barat,0.488392383,8.149040285,8.593,"8,593",515
"June 22, 2021",Kalimantan Barat,0.489340718,20.123662848,21.22,"21,220",516
"June 17, 2021",Kalimantan Barat,0.494082391,18.249753433,19.244,"19,244",521
"June 18, 2021",Kalimantan Barat,0.496927395,18.746680828,19.768,"19,768",524
"March 29, 2021",Kalimantan Barat,0.515894090,5.525946438,5.827,"5,827",544
"April 1, 2021",Kalimantan Barat,0.539602458,7.099233746,7.486,"7,486",569
"April 8, 2021",Kalimantan Barat,0.570897504,9.125825051,9.623,"9,623",602
"June 16, 2021",Kalimantan Barat,0.580380851,17.755671042,18.723,"18,723",612
"March 31, 2021",Kalimantan Barat,0.590812533,6.559631287,6.917,"6,917",623
"June 21, 2021",Kalimantan Barat,0.675214324,19.634322130,20.704,"20,704",712
"March 26, 2021",Kalimantan Barat,0.745391093,4.699946893,4.956,"4,956",786
"March 24, 2021",Kalimantan Barat,0.839276231,3.094416205,3.263,"3,263",885
"March 25, 2021",Kalimantan Barat,0.860139595,3.954555800,4.17,"4,170",907
"May 15, 2021",Kalimantan Selatan,0,19.055075750,19.835,"19,835",0
"May 30, 2021",Kalimantan Selatan,0,26.763567195,27.859,"27,859",0
"June 20, 2021",Kalimantan Selatan,0,37.255146840,38.78,"38,780",0
"February 22, 2021",Kalimantan Selatan,0.000960679,0.011528153,0.012,12,1
"February 24, 2021",Kalimantan Selatan,0.000960679,0.012488832,0.013,13,1
"February 26, 2021",Kalimantan Selatan,0.000960679,0.013449511,0.014,14,1
"May 12, 2021",Kalimantan Selatan,0.000960679,19.055075750,19.835,"19,835",1
"July 25, 2021",Kalimantan Selatan,0.000960679,42.835733431,44.589,"44,589",1
"February 17, 2021",Kalimantan Selatan,0.001921359,0.001921359,0.002,2,2
"February 20, 2021",Kalimantan Selatan,0.001921359,0.010567473,0.011,11,2
"May 1, 2021",Kalimantan Selatan,0.001921359,12.515731125,13.028,"13,028",2
"June 1, 2021",Kalimantan Selatan,0.001921359,27.524425274,28.651,"28,651",2
"July 11, 2021",Kalimantan Selatan,0.001921359,41.845272977,43.558,"43,558",2
"April 2, 2021",Kalimantan Selatan,0.002882038,3.787958844,3.943,"3,943",3
"July 4, 2021",Kalimantan Selatan,0.002882038,41.252533792,42.941,"42,941",3
"May 23, 2021",Kalimantan Selatan,0.003842718,24.059254705,25.044,"25,044",4
"March 5, 2021",Kalimantan Selatan,0.004803397,0.167158214,0.174,174,5
"June 6, 2021",Kalimantan Selatan,0.004803397,29.411199600,30.615,"30,615",5
"February 18, 2021",Kalimantan Selatan,0.006724756,0.008646115,0.009,9,7
"June 27, 2021",Kalimantan Selatan,0.009606794,39.113100785,40.714,"40,714",10
"July 18, 2021",Kalimantan Selatan,0.011528153,42.435130124,44.172,"44,172",12
"July 19, 2021",Kalimantan Selatan,0.013449511,42.448579636,44.186,"44,186",14
"July 28, 2021",Kalimantan Selatan,0.015370870,42.939486805,44.697,"44,697",16
"March 1, 2021",Kalimantan Selatan,0.016331550,0.029781061,0.031,31,17
"March 12, 2021",Kalimantan Selatan,0.019213588,0.481300376,0.501,501,20
"June 4, 2021",Kalimantan Selatan,0.023056305,28.931820584,30.116,"30,116",24
"July 23, 2021",Kalimantan Selatan,0.023056305,42.789620820,44.541,"44,541",24
"June 25, 2021",Kalimantan Selatan,0.025938344,38.124561690,39.685,"39,685",27
"March 17, 2021",Kalimantan Selatan,0.030741741,0.708981392,0.738,738,32
"July 29, 2021",Kalimantan Selatan,0.033623779,42.973110584,44.732,"44,732",35
"March 2, 2021",Kalimantan Selatan,0.037466496,0.067247557,0.07,70,39
"July 27, 2021",Kalimantan Selatan,0.037466496,42.924115935,44.681,"44,681",39
"March 3, 2021",Kalimantan Selatan,0.039387855,0.106635413,0.111,111,41
"April 25, 2021",Kalimantan Selatan,0.039387855,10.057352560,10.469,"10,469",41
"March 6, 2021",Kalimantan Selatan,0.040348534,0.207506749,0.216,216,42
"July 16, 2021",Kalimantan Selatan,0.042269893,42.293910253,44.025,"44,025",44
"May 26, 2021",Kalimantan Selatan,0.044191252,25.468571374,26.511,"26,511",46
"July 24, 2021",Kalimantan Selatan,0.045151931,42.834772751,44.588,"44,588",47
"May 9, 2021",Kalimantan Selatan,0.047073290,17.784096913,18.512,"18,512",49
"July 9, 2021",Kalimantan Selatan,0.048033970,41.762654549,43.472,"43,472",50
"July 26, 2021",Kalimantan Selatan,0.050916008,42.886649438,44.642,"44,642",53
"March 16, 2021",Kalimantan Selatan,0.051876687,0.678239651,0.706,706,54
"April 16, 2021",Kalimantan Selatan,0.052837367,7.048504703,7.337,"7,337",55
"March 4, 2021",Kalimantan Selatan,0.055719405,0.162354817,0.169,169,58
"March 18, 2021",Kalimantan Selatan,0.057640764,0.766622155,0.798,798,60
"July 12, 2021",Kalimantan Selatan,0.058601443,41.903874420,43.619,"43,619",61
"March 15, 2021",Kalimantan Selatan,0.070129596,0.626362964,0.652,652,73
"March 13, 2021",Kalimantan Selatan,0.074932993,0.556233368,0.579,579,78
"March 8, 2021",Kalimantan Selatan,0.075893672,0.283400421,0.295,295,79
"March 19, 2021",Kalimantan Selatan,0.077815031,0.844437186,0.879,879,81
"March 9, 2021",Kalimantan Selatan,0.078775710,0.362176131,0.377,377,82
"July 8, 2021",Kalimantan Selatan,0.078775710,41.714620580,43.422,"43,422",82
"July 10, 2021",Kalimantan Selatan,0.080697069,41.843351618,43.556,"43,556",84
"July 13, 2021",Kalimantan Selatan,0.095107260,41.998981680,43.718,"43,718",99
"July 21, 2021",Kalimantan Selatan,0.097028619,42.545608254,44.287,"44,287",101
"March 10, 2021",Kalimantan Selatan,0.099910657,0.462086788,0.481,481,104
"April 19, 2021",Kalimantan Selatan,0.103753374,7.316534253,7.616,"7,616",108
"July 7, 2021",Kalimantan Selatan,0.110478130,41.635844869,43.34,"43,340",115
"June 11, 2021",Kalimantan Selatan,0.116242206,33.712161240,35.092,"35,092",121
"April 9, 2021",Kalimantan Selatan,0.117202886,5.392293430,5.613,"5,613",122
"July 14, 2021",Kalimantan Selatan,0.117202886,42.116184566,43.84,"43,840",122
"March 23, 2021",Kalimantan Selatan,0.122006283,1.317091447,1.371,"1,371",127
"March 26, 2021",Kalimantan Selatan,0.124888321,1.975156831,2.056,"2,056",130
"May 2, 2021",Kalimantan Selatan,0.126809680,12.642540805,13.16,"13,160",132
"July 6, 2021",Kalimantan Selatan,0.127770359,41.525366739,43.225,"43,225",133
"July 17, 2021",Kalimantan Selatan,0.129691718,42.423601971,44.16,"44,160",135
"June 18, 2021",Kalimantan Selatan,0.131613077,37.084145908,38.602,"38,602",137
"July 3, 2021",Kalimantan Selatan,0.132573756,41.249651754,42.938,"42,938",138
"July 15, 2021",Kalimantan Selatan,0.135455794,42.251640360,43.981,"43,981",141
"July 5, 2021",Kalimantan Selatan,0.145062588,41.397596380,43.092,"43,092",151
"April 30, 2021",Kalimantan Selatan,0.153708703,12.513809766,13.026,"13,026",160
"April 13, 2021",Kalimantan Selatan,0.156590741,6.392360677,6.654,"6,654",163
"March 22, 2021",Kalimantan Selatan,0.157551420,1.195085164,1.244,"1,244",164
"April 17, 2021",Kalimantan Selatan,0.164276176,7.212780879,7.508,"7,508",171
"June 21, 2021",Kalimantan Selatan,0.168118894,37.423265734,38.955,"38,955",175
"June 19, 2021",Kalimantan Selatan,0.171000932,37.255146840,38.78,"38,780",178
"May 28, 2021",Kalimantan Selatan,0.183489764,26.507065797,27.592,"27,592",191
"March 20, 2021",Kalimantan Selatan,0.193096558,1.037533744,1.08,"1,080",201
"March 24, 2021",Kalimantan Selatan,0.212310146,1.529401593,1.592,"1,592",221
"June 22, 2021",Kalimantan Selatan,0.212310146,37.635575879,39.176,"39,176",221
"June 23, 2021",Kalimantan Selatan,0.215192184,37.850768063,39.4,"39,400",224
"July 2, 2021",Kalimantan Selatan,0.216152863,41.117077998,42.8,"42,800",225
"July 22, 2021",Kalimantan Selatan,0.220956260,42.766564514,44.517,"44,517",230
"April 3, 2021",Kalimantan Selatan,0.228641695,4.016600540,4.181,"4,181",238
"June 24, 2021",Kalimantan Selatan,0.247855283,38.098623346,39.658,"39,658",258
"May 29, 2021",Kalimantan Selatan,0.256501398,26.763567195,27.859,"27,859",267
"April 14, 2021",Kalimantan Selatan,0.260344115,6.652704793,6.925,"6,925",271
"March 29, 2021",Kalimantan Selatan,0.262265474,2.505451856,2.608,"2,608",273
"March 27, 2021",Kalimantan Selatan,0.268029550,2.243186381,2.335,"2,335",279
"April 6, 2021",Kalimantan Selatan,0.270911589,4.568991191,4.756,"4,756",282
"April 5, 2021",Kalimantan Selatan,0.281479062,4.298079602,4.474,"4,474",293
"April 20, 2021",Kalimantan Selatan,0.292046535,7.608580788,7.92,"7,920",304
"July 1, 2021",Kalimantan Selatan,0.292046535,40.900925134,42.575,"42,575",304
"April 7, 2021",Kalimantan Selatan,0.293967894,4.862959085,5.062,"5,062",306
"March 25, 2021",Kalimantan Selatan,0.320866917,1.850268510,1.926,"1,926",334
"May 17, 2021",Kalimantan Selatan,0.327591673,19.382667422,20.176,"20,176",341
"March 30, 2021",Kalimantan Selatan,0.328552352,2.834004208,2.95,"2,950",342
"May 22, 2021",Kalimantan Selatan,0.338159146,24.055411987,25.04,"25,040",352
"May 7, 2021",Kalimantan Selatan,0.342001864,17.011710682,17.708,"17,708",356
"April 15, 2021",Kalimantan Selatan,0.342962543,6.995667336,7.282,"7,282",357
"May 3, 2021",Kalimantan Selatan,0.355451375,12.997992180,13.53,"13,530",370
"April 12, 2021",Kalimantan Selatan,0.369861566,6.235769936,6.491,"6,491",385
"June 12, 2021",Kalimantan Selatan,0.369861566,34.082022807,35.477,"35,477",385
