Day of Tanggal,drilldownGeographic,Persentase_total_vaksin1_pendidik,Persentase_total_vaksin1_pendidik_kumulatif,Running Sum of TotalDivaksin1PerProvinsi/1000,Running Sum of Divaksin 1,Divaksin 1
"March 27, 2021",Maluku,0.018127436,2.267742228,1.251,"1,251",10
"May 22, 2021",Maluku,0.018127436,6.201395813,3.421,"3,421",10
"June 25, 2021",Maluku,0.018127436,8.896945527,4.908,"4,908",10
"July 25, 2021",Maluku,0.018127436,11.525423729,6.358,"6,358",10
"March 18, 2021",Maluku,0.019940179,1.461071331,0.806,806,11
"June 23, 2021",Maluku,0.021752923,8.844375963,4.879,"4,879",12
"March 31, 2021",Maluku,0.023565667,2.409136228,1.329,"1,329",13
"May 20, 2021",Maluku,0.023565667,6.166953684,3.402,"3,402",13
"April 15, 2021",Maluku,0.025378410,4.568113840,2.52,"2,520",14
"April 16, 2021",Maluku,0.025378410,4.593492251,2.534,"2,534",14
"May 2, 2021",Maluku,0.025378410,5.575999275,3.076,"3,076",14
"May 30, 2021",Maluku,0.025378410,6.685398350,3.688,"3,688",14
"July 28, 2021",Maluku,0.025378410,11.643252062,6.423,"6,423",14
"March 20, 2021",Maluku,0.027191154,1.611529049,0.889,889,15
"April 1, 2021",Maluku,0.027191154,2.436327381,1.344,"1,344",15
"April 14, 2021",Maluku,0.029003897,4.542735430,2.506,"2,506",16
"June 4, 2021",Maluku,0.029003897,7.073325478,3.902,"3,902",16
"July 19, 2021",Maluku,0.030816641,11.318770960,6.244,"6,244",17
"April 19, 2021",Maluku,0.032629385,4.646061815,2.563,"2,563",18
"July 29, 2021",Maluku,0.032629385,11.675881447,6.441,"6,441",18
"June 24, 2021",Maluku,0.034442128,8.878818091,4.898,"4,898",19
"April 20, 2021",Maluku,0.038067615,4.684129430,2.584,"2,584",21
"June 22, 2021",Maluku,0.038067615,8.822623040,4.867,"4,867",21
"July 27, 2021",Maluku,0.038067615,11.617873652,6.409,"6,409",21
"March 23, 2021",Maluku,0.039880359,1.711229947,0.944,944,22
"April 22, 2021",Maluku,0.039880359,4.765702891,2.629,"2,629",22
"July 22, 2021",Maluku,0.039880359,11.405782652,6.292,"6,292",22
"April 21, 2021",Maluku,0.041693103,4.725822532,2.607,"2,607",23
"June 5, 2021",Maluku,0.043505846,7.116831324,3.926,"3,926",24
"May 10, 2021",Maluku,0.045318590,5.929484274,3.271,"3,271",25
"May 28, 2021",Maluku,0.045318590,6.600199402,3.641,"3,641",25
"July 21, 2021",Maluku,0.047131333,11.365902293,6.27,"6,270",26
"April 8, 2021",Maluku,0.048944077,2.831505484,1.562,"1,562",27
"July 24, 2021",Maluku,0.048944077,11.507296293,6.348,"6,348",27
"March 29, 2021",Maluku,0.050756820,2.318499048,1.279,"1,279",28
"May 24, 2021",Maluku,0.050756820,6.259403607,3.453,"3,453",28
"July 14, 2021",Maluku,0.050756820,11.086739781,6.116,"6,116",28
"July 17, 2021",Maluku,0.052569564,11.286141575,6.226000000,"6,226",29
"July 23, 2021",Maluku,0.052569564,11.458352216,6.321,"6,321",29
"July 26, 2021",Maluku,0.054382308,11.579806036,6.388,"6,388",30
"June 12, 2021",Maluku,0.056195051,7.845554246,4.328,"4,328",31
"July 15, 2021",Maluku,0.056195051,11.142934832,6.147000000,"6,147",31
"May 4, 2021",Maluku,0.058007795,5.713767788,3.152,"3,152",32
"July 13, 2021",Maluku,0.058007795,11.035982960,6.088,"6,088",32
"March 22, 2021",Maluku,0.059820538,1.671349588,0.922,922,33
"May 11, 2021",Maluku,0.059820538,5.989304813,3.304,"3,304",33
"May 29, 2021",Maluku,0.059820538,6.660019940,3.674,"3,674",33
"May 26, 2021",Maluku,0.061633282,6.420737787,3.542,"3,542",34
"March 30, 2021",Maluku,0.067071513,2.385570561,1.316,"1,316",37
"June 18, 2021",Maluku,0.068884256,8.548898758,4.716,"4,716",38
"April 24, 2021",Maluku,0.070697000,4.932475301,2.721,"2,721",39
"June 21, 2021",Maluku,0.070697000,8.784555425,4.846,"4,846",39
"April 5, 2021",Maluku,0.074322487,2.517900843,1.389,"1,389",41
"April 27, 2021",Maluku,0.074322487,5.155442763,2.844,"2,844",41
"April 29, 2021",Maluku,0.076135231,5.445481737,3.004,"3,004",42
"March 24, 2021",Maluku,0.079760718,1.790990664,0.988,988,44
"May 3, 2021",Maluku,0.079760718,5.655759993,3.12,"3,120",44
"July 3, 2021",Maluku,0.079760718,10.127798423,5.587,"5,587",44
"July 10, 2021",Maluku,0.081573461,10.847457627,5.984,"5,984",45
"June 11, 2021",Maluku,0.083386205,7.789359195,4.297,"4,297",46
"June 2, 2021",Maluku,0.088824436,6.955497145,3.837,"3,837",49
"June 3, 2021",Maluku,0.088824436,7.044321581,3.886,"3,886",49
"July 16, 2021",Maluku,0.090637179,11.233572011,6.197000000,"6,197",50
"June 15, 2021",Maluku,0.092449923,8.095712861,4.466,"4,466",51
"June 28, 2021",Maluku,0.094262667,9.428079398,5.201,"5,201",52
"April 6, 2021",Maluku,0.096075410,2.613976253,1.442,"1,442",53
"April 23, 2021",Maluku,0.096075410,4.861778301,2.682,"2,682",53
"May 25, 2021",Maluku,0.099700897,6.359104505,3.508,"3,508",55
"June 8, 2021",Maluku,0.099700897,7.448563401,4.109,"4,109",55
"July 9, 2021",Maluku,0.099700897,10.765884166,5.939,"5,939",55
"July 7, 2021",Maluku,0.101513641,10.548354935,5.819,"5,819",56
"April 30, 2021",Maluku,0.103326384,5.548808121,3.061,"3,061",57
"June 9, 2021",Maluku,0.110577359,7.559140760,4.17,"4,170",61
"July 2, 2021",Maluku,0.116015590,10.048037705,5.543,"5,543",64
"July 8, 2021",Maluku,0.117828333,10.666183268,5.884,"5,884",65
"March 25, 2021",Maluku,0.119641077,1.910631741,1.054,"1,054",66
"March 19, 2021",Maluku,0.123266564,1.584337895,0.874,874,68
"July 1, 2021",Maluku,0.123266564,9.932022115,5.479,"5,479",68
"July 12, 2021",Maluku,0.123266564,10.977975165,6.056,"6,056",68
"May 27, 2021",Maluku,0.134143025,6.554880812,3.616,"3,616",74
"May 5, 2021",Maluku,0.137768513,5.851536300,3.228,"3,228",76
"July 5, 2021",Maluku,0.141394000,10.285507115,5.674,"5,674",78
"April 26, 2021",Maluku,0.145019487,5.081120276,2.803,"2,803",80
"June 10, 2021",Maluku,0.146832231,7.705972990,4.251,"4,251",81
"May 19, 2021",Maluku,0.148644974,6.143388018,3.389,"3,389",82
"June 17, 2021",Maluku,0.148644974,8.480014502,4.678,"4,678",82
"June 14, 2021",Maluku,0.152270461,8.003262938,4.415,"4,415",84
"June 29, 2021",Maluku,0.152270461,9.580349860,5.285,"5,285",84
"July 6, 2021",Maluku,0.161334179,10.446841294,5.763,"5,763",89
"June 19, 2021",Maluku,0.164959666,8.713858425,4.807,"4,807",91
"April 7, 2021",Maluku,0.168585154,2.782561407,1.535,"1,535",93
"May 31, 2021",Maluku,0.177648872,6.863047222,3.786,"3,786",98
"April 28, 2021",Maluku,0.213903743,5.369346506,2.962,"2,962",118
"March 9, 2021",Maluku,0.226592948,0.239282154,0.132,132,125
"June 30, 2021",Maluku,0.228405692,9.808755552,5.411,"5,411",126
"June 7, 2021",Maluku,0.230218436,7.348862503,4.054,"4,054",127
"June 16, 2021",Maluku,0.235656666,8.331369528,4.596,"4,596",130
"March 12, 2021",Maluku,0.291851718,0.531133871,0.293,293,161
"March 26, 2021",Maluku,0.338983051,2.249614792,1.241,"1,241",187
"June 26, 2021",Maluku,0.420556512,9.317502039,5.14,"5,140",232
"March 13, 2021",Maluku,0.425994743,0.957128614,0.528,528,235
"March 16, 2021",Maluku,0.471313333,1.437505665,0.793,793,260
"April 10, 2021",Maluku,0.721471948,4.491978610,2.478,"2,478",398
"April 9, 2021",Maluku,0.939001178,3.770506662,2.08,"2,080",518
"February 27, 2021",Maluku Utara,0,0.005156101,0.002,2,0
"March 3, 2021",Maluku Utara,0,0.005156101,0.002,2,0
"March 23, 2021",Maluku Utara,0,0.183041584,0.071,71,0
"April 3, 2021",Maluku Utara,0,0.466627137,0.181,181,0
"May 12, 2021",Maluku Utara,0,2.387274743,0.926,926,0
"May 14, 2021",Maluku Utara,0,2.387274743,0.926,926,0
"May 17, 2021",Maluku Utara,0,2.387274743,0.926,926,0
"May 18, 2021",Maluku Utara,0,2.387274743,0.926,926,0
"February 18, 2021",Maluku Utara,0.002578050,0.002578050,0.001,1,1
"February 19, 2021",Maluku Utara,0.002578050,0.005156101,0.002,2,1
"March 5, 2021",Maluku Utara,0.002578050,0.018046353,0.007,7,1
"March 16, 2021",Maluku Utara,0.002578050,0.067029312,0.026,26,1
"April 2, 2021",Maluku Utara,0.002578050,0.466627137,0.181,181,1
"May 9, 2021",Maluku Utara,0.002578050,2.343447885,0.909,909,1
"May 11, 2021",Maluku Utara,0.002578050,2.387274743,0.926,926,1
"May 21, 2021",Maluku Utara,0.002578050,2.428523550,0.942,942,1
"June 1, 2021",Maluku Utara,0.002578050,2.732733507,1.06,"1,060",1
"June 4, 2021",Maluku Utara,0.002578050,2.833277476,1.099,"1,099",1
"March 6, 2021",Maluku Utara,0.005156101,0.023202454,0.009,9,2
"March 11, 2021",Maluku Utara,0.005156101,0.046404909,0.018,18,2
"March 18, 2021",Maluku Utara,0.005156101,0.082497615,0.032,32,2
"April 17, 2021",Maluku Utara,0.005156101,1.704091366,0.661,661,2
"April 30, 2021",Maluku Utara,0.005156101,2.106267241,0.817,817,2
"May 30, 2021",Maluku Utara,0.005156101,2.719843255,1.055,"1,055",2
"June 6, 2021",Maluku Utara,0.005156101,2.887416536,1.12,"1,120",2
"June 13, 2021",Maluku Utara,0.005156101,3.354043672,1.301,"1,301",2
"June 20, 2021",Maluku Utara,0.005156101,4.328546753,1.679,"1,679",2
"July 18, 2021",Maluku Utara,0.005156101,6.532779912,2.534,"2,534",2
"July 20, 2021",Maluku Utara,0.005156101,6.558560417,2.544,"2,544",2
"March 9, 2021",Maluku Utara,0.007734151,0.030936606,0.012,12,3
"March 12, 2021",Maluku Utara,0.007734151,0.054139060,0.021,21,3
"May 8, 2021",Maluku Utara,0.007734151,2.340869834,0.908,908,3
"May 28, 2021",Maluku Utara,0.007734151,2.655391993,1.03,"1,030",3
"March 4, 2021",Maluku Utara,0.010312202,0.015468303,0.006,6,4
"March 10, 2021",Maluku Utara,0.010312202,0.041248808,0.016,16,4
"March 15, 2021",Maluku Utara,0.010312202,0.064451262,0.025,25,4
"March 17, 2021",Maluku Utara,0.010312202,0.077341514,0.03,30,4
"March 24, 2021",Maluku Utara,0.010312202,0.193353786,0.075,75,4
"April 23, 2021",Maluku Utara,0.010312202,1.900023202,0.737,737,4
"May 31, 2021",Maluku Utara,0.010312202,2.730155456,1.059,"1,059",4
"May 24, 2021",Maluku Utara,0.012890252,2.467194308,0.957,957,5
"May 25, 2021",Maluku Utara,0.012890252,2.480084560,0.962,962,5
"July 11, 2021",Maluku Utara,0.012890252,6.184743097,2.399,"2,399",5
"July 29, 2021",Maluku Utara,0.012890252,6.829255717,2.649,"2,649",5
"March 31, 2021",Maluku Utara,0.015468303,0.440846632,0.171,171,6
"April 16, 2021",Maluku Utara,0.015468303,1.698935265,0.659,659,6
"April 25, 2021",Maluku Utara,0.015468303,1.938693960,0.752,752,6
"June 27, 2021",Maluku Utara,0.015468303,4.934388615,1.914,"1,914",6
"May 6, 2021",Maluku Utara,0.018046353,2.281574673,0.885,885,7
"May 19, 2021",Maluku Utara,0.018046353,2.405321096,0.933,933,7
"July 16, 2021",Maluku Utara,0.018046353,6.488953054,2.517,"2,517",7
"July 21, 2021",Maluku Utara,0.018046353,6.576606770,2.551,"2,551",7
"July 25, 2021",Maluku Utara,0.018046353,6.733867849,2.612,"2,612",7
"July 27, 2021",Maluku Utara,0.018046353,6.780272758,2.63,"2,630",7
"March 25, 2021",Maluku Utara,0.020624404,0.213978190,0.083,83,8
"April 28, 2021",Maluku Utara,0.020624404,2.075330635,0.805,805,8
"May 1, 2021",Maluku Utara,0.020624404,2.126891645,0.825,825,8
"May 2, 2021",Maluku Utara,0.020624404,2.147516048,0.833,833,8
"May 20, 2021",Maluku Utara,0.020624404,2.425945500,0.941,941,8
"July 4, 2021",Maluku Utara,0.020624404,5.589213437,2.168,"2,168",8
"July 19, 2021",Maluku Utara,0.020624404,6.553404316,2.542,"2,542",8
"March 20, 2021",Maluku Utara,0.023202454,0.146948877,0.057,57,9
"April 1, 2021",Maluku Utara,0.023202454,0.464049086,0.18,180,9
"April 24, 2021",Maluku Utara,0.023202454,1.923225657,0.746,746,9
"June 25, 2021",Maluku Utara,0.023202454,4.625022558,1.794,"1,794",9
"April 13, 2021",Maluku Utara,0.025780505,1.546830287,0.6,600,10
"April 29, 2021",Maluku Utara,0.025780505,2.101111140,0.815,815,10
"May 3, 2021",Maluku Utara,0.025780505,2.173296553,0.843,843,10
"May 22, 2021",Maluku Utara,0.025780505,2.454304055,0.952,952,10
"July 23, 2021",Maluku Utara,0.028358555,6.641058032,2.576,"2,576",11
"July 26, 2021",Maluku Utara,0.028358555,6.762226404,2.623,"2,623",11
"April 11, 2021",Maluku Utara,0.033514656,1.415349713,0.549,549,13
"May 4, 2021",Maluku Utara,0.033514656,2.206811209,0.856,856,13
"March 22, 2021",Maluku Utara,0.036092707,0.183041584,0.071,71,14
"April 21, 2021",Maluku Utara,0.036092707,1.838149991,0.713,713,14
"April 26, 2021",Maluku Utara,0.036092707,1.974786666,0.766,766,14
"May 26, 2021",Maluku Utara,0.036092707,2.516177267,0.976,976,14
"June 10, 2021",Maluku Utara,0.036092707,3.227719199,1.252,"1,252",14
"July 22, 2021",Maluku Utara,0.036092707,6.612699477,2.565,"2,565",14
"July 28, 2021",Maluku Utara,0.036092707,6.816365464,2.644,"2,644",14
"June 3, 2021",Maluku Utara,0.038670757,2.830699425,1.098,"1,098",15
"July 12, 2021",Maluku Utara,0.038670757,6.223413854,2.414,"2,414",15
"July 17, 2021",Maluku Utara,0.038670757,6.527623811,2.532,"2,532",15
"March 19, 2021",Maluku Utara,0.041248808,0.123746423,0.048,48,16
"March 26, 2021",Maluku Utara,0.041248808,0.255226997,0.099,99,16
"April 15, 2021",Maluku Utara,0.041248808,1.683466962,0.653,653,16
"April 19, 2021",Maluku Utara,0.041248808,1.745340174,0.677,677,16
"May 10, 2021",Maluku Utara,0.041248808,2.384696692,0.925,925,16
"June 24, 2021",Maluku Utara,0.043826858,4.601820104,1.785,"1,785",17
"June 5, 2021",Maluku Utara,0.048982959,2.882260435,1.118,"1,118",19
"March 29, 2021",Maluku Utara,0.051561010,0.373817319,0.145,145,20
"March 30, 2021",Maluku Utara,0.051561010,0.425378329,0.165,165,20
"April 22, 2021",Maluku Utara,0.051561010,1.889711001,0.733,733,20
"May 7, 2021",Maluku Utara,0.051561010,2.333135683,0.905,905,20
"June 12, 2021",Maluku Utara,0.051561010,3.348887571,1.299,"1,299",20
"April 20, 2021",Maluku Utara,0.056717111,1.802057284,0.699,699,22
"May 5, 2021",Maluku Utara,0.056717111,2.263528320,0.878,878,22
"May 29, 2021",Maluku Utara,0.059295161,2.714687154,1.053,"1,053",23
"June 2, 2021",Maluku Utara,0.059295161,2.792028668,1.083,"1,083",23
"July 15, 2021",Maluku Utara,0.059295161,6.470906700,2.51,"2,510",23
"June 21, 2021",Maluku Utara,0.064451262,4.392998015,1.704,"1,704",25
"July 14, 2021",Maluku Utara,0.064451262,6.411611539,2.487,"2,487",25
"March 27, 2021",Maluku Utara,0.067029312,0.322256310,0.125,125,26
"June 7, 2021",Maluku Utara,0.067029312,2.954445848,1.146,"1,146",26
"June 11, 2021",Maluku Utara,0.069607363,3.297326562,1.279,"1,279",27
"July 9, 2021",Maluku Utara,0.069607363,6.081621078,2.359,"2,359",27
"June 22, 2021",Maluku Utara,0.072185413,4.465183428,1.732,"1,732",28
"June 28, 2021",Maluku Utara,0.072185413,5.006574029,1.942,"1,942",28
"July 1, 2021",Maluku Utara,0.072185413,5.251488824,2.037,"2,037",28
"July 24, 2021",Maluku Utara,0.074763464,6.715821496,2.605,"2,605",29
"April 27, 2021",Maluku Utara,0.079919565,2.054706231,0.797,797,31
"June 18, 2021",Maluku Utara,0.079919565,4.153239320,1.611,"1,611",31
"July 5, 2021",Maluku Utara,0.079919565,5.669133002,2.199,"2,199",31
"July 8, 2021",Maluku Utara,0.082497615,6.012013715,2.332,"2,332",32
"June 16, 2021",Maluku Utara,0.085075666,3.988244090,1.547,"1,547",33
"June 17, 2021",Maluku Utara,0.085075666,4.073319756,1.58,"1,580",33
"June 29, 2021",Maluku Utara,0.085075666,5.091649695,1.975,"1,975",33
"June 30, 2021",Maluku Utara,0.087653716,5.179303411,2.009,"2,009",34
"July 10, 2021",Maluku Utara,0.090231767,6.171852845,2.394,"2,394",35
"June 23, 2021",Maluku Utara,0.092809817,4.557993246,1.768,"1,768",36
"April 5, 2021",Maluku Utara,0.095387868,0.562015004,0.218,218,37
"April 14, 2021",Maluku Utara,0.095387868,1.642218155,0.637,637,37
"June 8, 2021",Maluku Utara,0.095387868,3.049833716,1.183,"1,183",37
"April 12, 2021",Maluku Utara,0.105700070,1.521049782,0.59,590,41
"July 2, 2021",Maluku Utara,0.110856171,5.362344995,2.08,"2,080",43
"July 7, 2021",Maluku Utara,0.118590322,5.929516100,2.3,"2,300",46
"July 13, 2021",Maluku Utara,0.123746423,6.347160277,2.462,"2,462",48
"May 27, 2021",Maluku Utara,0.131480574,2.647657841,1.027,"1,027",51
"April 9, 2021",Maluku Utara,0.136636675,1.193637371,0.463,463,53
"April 7, 2021",Maluku Utara,0.139214726,0.871381062,0.338,338,54
"June 9, 2021",Maluku Utara,0.141792776,3.191626492,1.238,"1,238",55
"July 6, 2021",Maluku Utara,0.141792776,5.810925778,2.254,"2,254",55
"April 6, 2021",Maluku Utara,0.170151332,0.732166336,0.284,284,66
"June 19, 2021",Maluku Utara,0.170151332,4.323390652,1.677,"1,677",66
"April 8, 2021",Maluku Utara,0.185619634,1.057000696,0.41,410,72
"April 10, 2021",Maluku Utara,0.188197685,1.381835056,0.536,536,73
"June 15, 2021",Maluku Utara,0.203665988,3.903168424,1.514,"1,514",79
"July 3, 2021",Maluku Utara,0.206244038,5.568589033,2.16,"2,160",80
"June 26, 2021",Maluku Utara,0.293897755,4.918920312,1.908,"1,908",114
"June 14, 2021",Maluku Utara,0.345458764,3.699502436,1.435,"1,435",134
"May 14, 2021",Nusa Tenggara Barat,0,13.137367293,21.086,"21,086",0
"June 1, 2021",Nusa Tenggara Barat,0,14.329860938,23,"23,000",0
"February 17, 2021",Nusa Tenggara Barat,0.000623037,0.000623037,0.001,1,1
"February 19, 2021",Nusa Tenggara Barat,0.000623037,0.001246075,0.002,2,1
"February 22, 2021",Nusa Tenggara Barat,0.000623037,0.001869112,0.003,3,1
"February 26, 2021",Nusa Tenggara Barat,0.000623037,0.002492150,0.004,4,1
"March 5, 2021",Nusa Tenggara Barat,0.000623037,0.009345561,0.015,15,1
"March 21, 2021",Nusa Tenggara Barat,0.000623037,1.060409709,1.702,"1,702",1
"April 11, 2021",Nusa Tenggara Barat,0.000623037,8.686387878,13.942,"13,942",1
"April 25, 2021",Nusa Tenggara Barat,0.000623037,12.002816129,19.265,"19,265",1
"May 15, 2021",Nusa Tenggara Barat,0.000623037,13.137990330,21.087,"21,087",1
"May 23, 2021",Nusa Tenggara Barat,0.000623037,13.590938544,21.814,"21,814",1
"May 30, 2021",Nusa Tenggara Barat,0.000623037,14.212106863,22.811,"22,811",1
"June 13, 2021",Nusa Tenggara Barat,0.000623037,16.284952400,26.138,"26,138",1
"March 1, 2021",Nusa Tenggara Barat,0.001246075,0.003738225,0.006,6,2
"March 4, 2021",Nusa Tenggara Barat,0.001246075,0.008722524,0.014,14,2
"April 4, 2021",Nusa Tenggara Barat,0.001246075,6.637217764,10.653,"10,653",2
"April 18, 2021",Nusa Tenggara Barat,0.001246075,10.296316603,16.526,"16,526",2
"May 12, 2021",Nusa Tenggara Barat,0.001246075,13.137367293,21.086,"21,086",2
"March 2, 2021",Nusa Tenggara Barat,0.001869112,0.005607337,0.009,9,3
"March 3, 2021",Nusa Tenggara Barat,0.001869112,0.007476449,0.012,12,3
"May 2, 2021",Nusa Tenggara Barat,0.003738225,12.549219957,20.142,"20,142",6
"July 20, 2021",Nusa Tenggara Barat,0.003738225,23.731495788,38.09,"38,090",6
"March 6, 2021",Nusa Tenggara Barat,0.004361262,0.013706824,0.022,22,7
"April 2, 2021",Nusa Tenggara Barat,0.008722524,6.401086577,10.274,"10,274",14
"May 9, 2021",Nusa Tenggara Barat,0.008722524,13.074440512,20.985,"20,985",14
"July 18, 2021",Nusa Tenggara Barat,0.009968599,23.670438120,37.992,"37,992",16
"May 11, 2021",Nusa Tenggara Barat,0.011837711,13.136121218,21.084,"21,084",19
"July 11, 2021",Nusa Tenggara Barat,0.014329861,22.687285052,36.414,"36,414",23
"May 1, 2021",Nusa Tenggara Barat,0.015575936,12.545481733,20.136,"20,136",25
"July 25, 2021",Nusa Tenggara Barat,0.016822011,24.168868066,38.792,"38,792",27
"July 4, 2021",Nusa Tenggara Barat,0.017445048,21.560833375,34.606,"34,606",28
"May 26, 2021",Nusa Tenggara Barat,0.022429348,13.993420725,22.46,"22,460",36
"May 7, 2021",Nusa Tenggara Barat,0.026167572,12.959178587,20.8,"20,800",42
"July 29, 2021",Nusa Tenggara Barat,0.027413647,24.465433883,39.268,"39,268",44
"May 28, 2021",Nusa Tenggara Barat,0.028659722,14.123012511,22.668,"22,668",46
"March 28, 2021",Nusa Tenggara Barat,0.031151872,4.085879480,6.558,"6,558",50
"May 17, 2021",Nusa Tenggara Barat,0.034267059,13.172257389,21.142,"21,142",55
"March 19, 2021",Nusa Tenggara Barat,0.043612620,0.879728854,1.412,"1,412",70
"July 21, 2021",Nusa Tenggara Barat,0.047350845,23.778846633,38.166,"38,166",76
"May 10, 2021",Nusa Tenggara Barat,0.049842995,13.124283507,21.065,"21,065",80
"June 27, 2021",Nusa Tenggara Barat,0.051089069,19.803244779,31.785,"31,785",82
"March 13, 2021",Nusa Tenggara Barat,0.052335144,0.416812042,0.669,669,84
"March 8, 2021",Nusa Tenggara Barat,0.052958182,0.066665005,0.107,107,85
"May 3, 2021",Nusa Tenggara Barat,0.056073369,12.605293326,20.232,"20,232",90
"July 19, 2021",Nusa Tenggara Barat,0.057319444,23.727757564,38.084,"38,084",92
"July 24, 2021",Nusa Tenggara Barat,0.062303743,24.152046055,38.765,"38,765",100
"April 30, 2021",Nusa Tenggara Barat,0.064172856,12.529905797,20.111,"20,111",103
"July 28, 2021",Nusa Tenggara Barat,0.065418930,24.438020236,39.224,"39,224",105
"July 16, 2021",Nusa Tenggara Barat,0.066041968,23.527762548,37.763,"37,763",106
"May 22, 2021",Nusa Tenggara Barat,0.066665005,13.590315506,21.813,"21,813",107
"March 9, 2021",Nusa Tenggara Barat,0.067288043,0.133953048,0.215,215,108
"May 18, 2021",Nusa Tenggara Barat,0.069157155,13.241414544,21.253,"21,253",111
"March 15, 2021",Nusa Tenggara Barat,0.069780192,0.486592234,0.781,781,112
"May 6, 2021",Nusa Tenggara Barat,0.069780192,12.933011015,20.758,"20,758",112
"July 27, 2021",Nusa Tenggara Barat,0.071026267,24.372601306,39.119,"39,119",114
"May 21, 2021",Nusa Tenggara Barat,0.073518417,13.523650501,21.706,"21,706",118
"June 4, 2021",Nusa Tenggara Barat,0.082240941,14.848228082,23.832,"23,832",132
"March 12, 2021",Nusa Tenggara Barat,0.084733091,0.364476898,0.585,585,136
"March 17, 2021",Nusa Tenggara Barat,0.084733091,0.710262673,1.14,"1,140",136
"May 29, 2021",Nusa Tenggara Barat,0.088471315,14.211483826,22.81,"22,810",142
"May 4, 2021",Nusa Tenggara Barat,0.091586503,12.696879829,20.379,"20,379",147
"May 20, 2021",Nusa Tenggara Barat,0.096570802,13.450132084,21.588,"21,588",155
"April 23, 2021",Nusa Tenggara Barat,0.098439914,11.857025370,19.031,"19,031",158
"April 26, 2021",Nusa Tenggara Barat,0.098439914,12.101256043,19.423,"19,423",158
"April 28, 2021",Nusa Tenggara Barat,0.100932064,12.353586203,19.828,"19,828",162
"May 27, 2021",Nusa Tenggara Barat,0.100932064,14.094352789,22.622,"22,622",162
"June 11, 2021",Nusa Tenggara Barat,0.101555101,16.063151074,25.782,"25,782",163
"June 25, 2021",Nusa Tenggara Barat,0.103424214,19.137840801,30.717,"30,717",166
"May 8, 2021",Nusa Tenggara Barat,0.106539401,13.065717988,20.971,"20,971",171
"July 23, 2021",Nusa Tenggara Barat,0.109031551,24.089742312,38.665,"38,665",175
"July 12, 2021",Nusa Tenggara Barat,0.110900663,22.798185715,36.592,"36,592",178
"April 29, 2021",Nusa Tenggara Barat,0.112146738,12.465732941,20.008,"20,008",180
"May 19, 2021",Nusa Tenggara Barat,0.112146738,13.353561282,21.433,"21,433",180
"April 14, 2021",Nusa Tenggara Barat,0.115261925,9.630289588,15.457,"15,457",185
"May 31, 2021",Nusa Tenggara Barat,0.117754075,14.329860938,23,"23,000",189
"March 18, 2021",Nusa Tenggara Barat,0.125853561,0.836116234,1.342,"1,342",202
"July 2, 2021",Nusa Tenggara Barat,0.132706973,21.310995365,34.205,"34,205",213
"July 17, 2021",Nusa Tenggara Barat,0.132706973,23.660469521,37.976,"37,976",213
"July 26, 2021",Nusa Tenggara Barat,0.132706973,24.301575039,39.005,"39,005",213
"March 16, 2021",Nusa Tenggara Barat,0.138937347,0.625529582,1.004,"1,004",223
"July 9, 2021",Nusa Tenggara Barat,0.139560385,22.525295320,36.154,"36,154",224
"April 9, 2021",Nusa Tenggara Barat,0.140183422,8.134376713,13.056,"13,056",225
"April 24, 2021",Nusa Tenggara Barat,0.145167722,12.002193092,19.264,"19,264",233
"March 10, 2021",Nusa Tenggara Barat,0.145790759,0.279743807,0.449,449,234
"July 15, 2021",Nusa Tenggara Barat,0.145790759,23.461720580,37.657,"37,657",234
"July 10, 2021",Nusa Tenggara Barat,0.147659871,22.672955191,36.391,"36,391",237
"April 27, 2021",Nusa Tenggara Barat,0.151398096,12.252654139,19.666,"19,666",243
"June 18, 2021",Nusa Tenggara Barat,0.152021133,17.790833873,28.555,"28,555",244
"July 7, 2021",Nusa Tenggara Barat,0.153890246,22.147111598,35.547,"35,547",247
"April 16, 2021",Nusa Tenggara Barat,0.160120620,10.058316304,16.144,"16,144",257
"June 5, 2021",Nusa Tenggara Barat,0.164481882,15.012709964,24.096,"24,096",264
"May 5, 2021",Nusa Tenggara Barat,0.166350994,12.863230823,20.646,"20,646",267
"July 6, 2021",Nusa Tenggara Barat,0.172581369,21.993221353,35.3,"35,300",277
"June 2, 2021",Nusa Tenggara Barat,0.175073518,14.504934456,23.281,"23,281",281
"March 20, 2021",Nusa Tenggara Barat,0.180057818,1.059786672,1.701,"1,701",289
"May 25, 2021",Nusa Tenggara Barat,0.180680855,13.970991377,22.424,"22,424",290
"April 13, 2021",Nusa Tenggara Barat,0.192518567,9.515027663,15.272,"15,272",309
"June 7, 2021",Nusa Tenggara Barat,0.193141604,15.205851568,24.406,"24,406",310
"June 9, 2021",Nusa Tenggara Barat,0.193764641,15.641977770,25.106,"25,106",311
"May 24, 2021",Nusa Tenggara Barat,0.199371978,13.790310522,22.134,"22,134",320
"July 22, 2021",Nusa Tenggara Barat,0.201864128,23.980710761,38.49,"38,490",324
"June 19, 2021",Nusa Tenggara Barat,0.214324877,18.005158750,28.899,"28,899",344
"April 22, 2021",Nusa Tenggara Barat,0.219309176,11.758585456,18.873,"18,873",352
"June 12, 2021",Nusa Tenggara Barat,0.221178288,16.284329363,26.137,"26,137",355
"July 3, 2021",Nusa Tenggara Barat,0.232392962,21.543388327,34.578,"34,578",373
