Kabupaten (group),Provinsi,pencapaian vaksin,Geo_Kab,Dosis Vaksin,Latitude (generated),Longitude (generated),Dosis Vaksin,Peserta Vaksinasi,Target
Kubu Raya,Kalimantan Barat,14.304137411,MultiPolygon,Divaksin 1,-0.547727989,109.462328000,"61,892","432,686","3,872,477"
Kudus,Jawa Tengah,23.223776573,MultiPolygon,Divaksin 1,-6.765205286,110.864575130,"153,678","661,727","28,727,805"
Kulon Progo,Yogyakarta,22.196545285,Polygon,Divaksin 1,-7.757667814,110.161720128,"76,072","342,720","2,879,699"
Kuningan,Jawa Barat,13.808955761,Polygon,Divaksin 1,-6.983786648,108.581151595,"127,451","922,959","37,907,814"
Kupang,Nusa Tenggara Timur,36.631997229,MultiPolygon,Divaksin 1,-10.022135480,123.719167435,"225,304","615,047","3,831,439"
Kutai Barat,Kalimantan Timur,21.554115176,Polygon,Divaksin 1,0.342241730,115.064523035,"28,831","133,761","2,874,401"
Kutai Kartanegara,Kalimantan Timur,16.534818352,MultiPolygon,Divaksin 1,-0.593918745,117.378043302,"90,649","548,231","2,874,401"
Kutai Timur,Kalimantan Timur,12.046316785,MultiPolygon,Divaksin 1,0.765257354,117.627087095,"40,230","333,961","2,874,401"
Labuhanbatu,Sumatera Utara,8.911059404,MultiPolygon,Divaksin 1,2.262431389,99.979885110,"33,548","376,476","9,832,695"
Labuhanbatu Selatan,Sumatera Utara,6.062823640,MultiPolygon,Divaksin 1,1.694405108,100.004445269,"14,167","233,670","9,832,695"
Labuhanbatu Utara,Sumatera Utara,8.350484031,Polygon,Divaksin 1,2.334061689,99.617069716,"24,101","288,618","9,832,695"
Lahat,Sumatera Selatan,14.504852375,MultiPolygon,Divaksin 1,-3.928877585,103.340784807,"46,617","321,389","6,303,096"
Lake Toba,Sumatera Utara,,Polygon,Divaksin 1,2.595503378,98.815510009,,,
Lamandau,Kalimantan Tengah,22.977267830,Polygon,Divaksin 1,-1.810452215,111.138655161,"17,062","74,256","2,036,104"
Lamongan,Jawa Timur,16.059999455,MultiPolygon,Divaksin 1,-7.121915992,112.278466996,"170,805","1,063,543","31,826,206"
Lampung Barat,Lampung,8.376849336,MultiPolygon,Divaksin 1,-5.357860361,104.208430927,"18,464","220,417","6,645,226"
Lampung Selatan,Lampung,9.206807276,MultiPolygon,Divaksin 1,-5.652071926,105.523701406,"71,336","774,818","6,645,226"
Lampung Tengah,Lampung,5.214635552,Polygon,Divaksin 1,-4.802272141,105.297157723,"57,196","1,096,836","6,645,226"
Lampung Timur,Lampung,4.419344820,MultiPolygon,Divaksin 1,-5.113250922,105.590365503,"36,713","830,734","6,645,226"
Lampung Utara,Lampung,8.166852393,Polygon,Divaksin 1,-4.862479136,104.754503088,"37,450","458,561","6,645,226"
Landak,Kalimantan Barat,9.974088214,Polygon,Divaksin 1,0.421974111,109.722025849,"28,138","282,111","3,872,477"
Langkat,Sumatera Utara,7.361023158,MultiPolygon,Divaksin 1,3.855251599,98.284527782,"59,282","805,350","11,419,559"
Langsa,Aceh,24.798288969,MultiPolygon,Divaksin 1,4.481348945,97.978773328,"36,175","145,877","4,028,891"
Lanny Jaya,Papua,0.724966715,Polygon,Divaksin 1,-3.920307226,138.359107575,942,"129,937","2,175,921"
Lebak,Banten,6.715448132,MultiPolygon,Divaksin 1,-6.655285358,106.153802617,"71,521","1,065,022","9,229,383"
Lebong,Bengkulu,10.779650377,Polygon,Divaksin 1,-3.099110655,102.228728738,"8,929","82,832","1,553,792"
Lembata,Nusa Tenggara Timur,8.815792265,Polygon,Divaksin 1,-8.365646011,123.522733832,"8,311","94,274","3,831,439"
Lhokseumawe,Aceh,21.452432825,Polygon,Divaksin 1,5.182363318,97.111871041,"31,017","144,585","4,028,891"
Lima Puluh Kota,Sumatera Barat,10.953386693,Polygon,Divaksin 1,-0.097645030,100.620687613,"34,021","310,598","4,408,509"
Lingga,Kepulauan Riau,43.346227494,MultiPolygon,Divaksin 1,0.030414891,104.449318578,"33,729","77,813","1,581,035"
Lombok Barat,Nusa Tenggara Barat,10.266082958,MultiPolygon,Divaksin 1,-8.735447979,116.044338564,"54,428","530,173","3,910,638"
Lombok Tengah,Nusa Tenggara Barat,10.228735183,MultiPolygon,Divaksin 1,-8.776501993,116.283879525,"78,526","767,700","3,910,638"
Lombok Timur,Nusa Tenggara Barat,10.246411960,MultiPolygon,Divaksin 1,-8.664713522,116.535043219,"97,594","952,470","3,910,638"
Lombok Utara,Nusa Tenggara Barat,15.783366000,MultiPolygon,Divaksin 1,-8.342911061,116.281675208,"28,426","180,101","3,910,638"
Lubuklinggau,Sumatera Selatan,20.025067770,Polygon,Divaksin 1,-3.274336227,102.873875206,"34,350","171,535","6,303,096"
Lumajang,Jawa Timur,9.227202490,MultiPolygon,Divaksin 1,-8.087674933,113.149133919,"81,272","880,787","31,826,206"
Luwu,Sulawesi Selatan,19.846443266,MultiPolygon,Divaksin 1,-3.166884834,120.242517153,"55,808","281,199","7,058,141"
Luwu Timur,Sulawesi Selatan,15.759609217,MultiPolygon,Divaksin 1,-2.646000737,121.096288864,"35,134","222,937","7,058,141"
Luwu Utara,Sulawesi Selatan,16.737261916,Polygon,Divaksin 1,-2.484180930,120.179763546,"41,925","250,489","7,058,141"
Madiun,Jawa Timur,27.060381964,MultiPolygon,Divaksin 1,-7.623349732,111.617920664,"202,646","748,866","31,826,206"
Magelang,Jawa Tengah,14.950230354,MultiPolygon,Divaksin 1,-7.503045757,110.254467827,"168,548","1,127,394","28,727,805"
Magetan,Jawa Timur,16.026391502,Polygon,Divaksin 1,-7.649297660,111.326770738,"85,283","532,141","31,826,206"
Majalengka,Jawa Barat,9.419027189,Polygon,Divaksin 1,-6.752355508,108.193914582,"98,705","1,047,932","37,907,814"
Majene,Sulawesi Barat,17.209295184,MultiPolygon,Divaksin 1,-3.233888178,118.924959099,"22,417","130,261","1,089,240"
Makassar,Sulawesi Selatan,37.899177197,MultiPolygon,Divaksin 1,-5.112780510,119.405838740,"417,774","1,102,330","7,058,141"
Malang,Jawa Timur,19.391181729,MultiPolygon,Divaksin 1,-8.139581943,112.623824550,"529,980","2,733,098","31,826,206"
Malinau,Kalimantan Timur,,Polygon,Divaksin 1,2.497825374,115.421631074,,,
Maluku Barat Daya,Maluku,8.515269441,MultiPolygon,Divaksin 1,-7.803556806,127.677193065,"5,164","60,644","1,417,690"
Maluku Tengah,Maluku,5.500741271,MultiPolygon,Divaksin 1,-3.266461307,129.030180120,"18,292","332,537","1,417,690"
Maluku Tenggara,Maluku,13.257595999,MultiPolygon,Divaksin 1,-5.717350995,132.775813736,"12,405","93,569","1,417,690"
Maluku Tenggara Barat,Maluku,,MultiPolygon,Divaksin 1,-7.534945267,131.288534016,,,
Mamasa,Sulawesi Barat,19.039384611,Polygon,Divaksin 1,-2.997111969,119.396707520,"24,553","128,959","1,089,240"
Mamberamo Raya,Papua,8.767109846,MultiPolygon,Divaksin 1,-2.263911681,137.650486401,"1,787","20,383","2,583,771"
Mamberamo Tengah,Papua,2.388939717,Polygon,Divaksin 1,-3.622003236,139.045637491,705,"29,511","2,175,921"
Mamuju,Sulawesi Barat,15.902843815,MultiPolygon,Divaksin 1,-2.265201992,119.439581012,"33,614","211,371","1,089,240"
Mamuju Utara,Sulawesi Barat,,Polygon,Divaksin 1,-1.430417843,119.556407852,,,
Manado,Sulawesi Utara,80.304021422,MultiPolygon,Divaksin 1,1.530255853,124.826462946,"288,493","359,251","2,080,685"
Mandailing Natal,Sumatera Utara,7.266473364,MultiPolygon,Divaksin 1,0.864736247,99.317492421,"25,562","351,780","11,419,559"
Manggarai,Nusa Tenggara Timur,12.639064061,MultiPolygon,Divaksin 1,-8.543776702,120.412721787,"27,959","221,211","3,831,439"
Manggarai Barat,Nusa Tenggara Timur,23.268627761,MultiPolygon,Divaksin 1,-8.599134152,119.773631614,"41,259","177,316","3,831,439"
Manggarai Timur,Nusa Tenggara Timur,7.049340300,Polygon,Divaksin 1,-8.524456962,120.693446829,"13,870","196,756","3,248,595"
Manokwari,Papua Barat,35.358604010,MultiPolygon,Divaksin 1,-1.025652775,133.805437402,"46,929","132,723","797,402"
Mappi,Papua,15.688939222,MultiPolygon,Divaksin 1,-6.900117569,138.753636460,"8,312","52,980","2,583,771"
Maros,Sulawesi Selatan,19.406993680,Polygon,Divaksin 1,-5.002593865,119.696335465,"58,096","299,356","7,058,141"
Mataram,Nusa Tenggara Barat,53.629461570,Polygon,Divaksin 1,-8.597296083,116.125361317,"169,246","315,584","3,910,638"
Maybrat,Papua Barat,4.405683549,Polygon,Divaksin 1,-1.322640672,132.343990049,"1,417","32,163","669,488"
Melawi,Kalimantan Barat,10.572132592,Polygon,Divaksin 1,-0.653097880,111.791427446,"17,634","166,797","3,872,477"
Merangin,Jambi,12.201216617,Polygon,Divaksin 1,-2.198842280,101.815477300,"32,373","265,326","2,686,193"
Merauke,Papua,38.161562120,MultiPolygon,Divaksin 1,-7.946111484,139.068480750,"47,647","124,856","2,583,771"
Mesuji,Lampung,5.337632960,Polygon,Divaksin 1,-4.027772028,105.355018205,"8,872","166,216","6,645,226"
Metro,Lampung,23.447618132,Polygon,Divaksin 1,-5.108814008,105.315033498,"29,257","124,776","6,645,226"
Mimika,Papua,33.933269449,MultiPolygon,Divaksin 1,-4.671843521,136.421253090,"58,428","172,185","2,583,771"
Minahasa,Sulawesi Utara,27.928407820,Polygon,Divaksin 1,1.266914659,124.828474234,"78,645","281,595","2,080,685"
Minahasa Selatan,Sulawesi Utara,30.234647026,MultiPolygon,Divaksin 1,1.134117157,124.508946244,"57,223","189,263","2,080,685"
Minahasa Tenggara,Sulawesi Utara,28.955071628,MultiPolygon,Divaksin 1,0.937811000,124.772426344,"26,114","90,188","2,080,685"
Minahasa Utara,Sulawesi Utara,20.990809236,MultiPolygon,Divaksin 1,1.651382470,124.986863168,"37,456","178,440","2,080,685"
Mojokerto,Jawa Timur,20.454854441,MultiPolygon,Divaksin 1,-7.505930824,112.460442168,"197,095","963,561","31,826,206"
Morowali,Sulawesi Tengah,19.243592324,MultiPolygon,Divaksin 1,-2.397609475,121.786761939,"21,991","114,277","1,821,298"
Muara Enim,Sumatera Selatan,14.892643623,MultiPolygon,Divaksin 1,-3.612649365,104.004495601,"67,058","450,276","6,303,096"
Muaro Jambi,Jambi,19.597306103,Polygon,Divaksin 1,-1.645507137,103.492808186,"59,187","302,016","2,686,193"
Mukomuko,Bengkulu,9.849402441,Polygon,Divaksin 1,-2.650783299,101.467680224,"14,068","142,831","1,553,792"
Muna,Sulawesi Tenggara,15.572746316,MultiPolygon,Divaksin 1,-4.830113176,122.588399785,"25,425","163,266","2,002,579"
Murung Raya,Kalimantan Tengah,28.872908611,Polygon,Divaksin 1,0.271420419,114.377704948,"23,970","83,019","1,752,528"
Musi Banyuasin,Sumatera Selatan,12.991342654,Polygon,Divaksin 1,-2.455715219,103.628633317,"58,569","450,831","6,303,096"
Musi Rawas,Sumatera Selatan,12.499025473,Polygon,Divaksin 1,-2.909968863,102.896168939,"36,874","295,015","6,303,096"
Nabire,Papua,21.122798568,MultiPolygon,Divaksin 1,-3.054109338,135.365897808,"19,298","91,361","2,583,771"
Nagan Raya,Aceh,18.601632188,Polygon,Divaksin 1,4.070022064,96.508313424,"24,503","131,725","4,028,891"
Nagekeo,Nusa Tenggara Timur,10.005510109,Polygon,Divaksin 1,-8.695985186,121.264235668,"11,803","117,965","3,248,595"
Natuna,Kepulauan Riau,67.971908574,MultiPolygon,Divaksin 1,3.543565250,108.340625195,"42,199","62,083","1,581,035"
Nduga,Papua,0.505899748,Polygon,Divaksin 1,-4.404680215,138.348049726,349,"68,986","1,998,560"
Ngada,Nusa Tenggara Timur,9.795489530,MultiPolygon,Divaksin 1,-8.608388735,120.990490800,"12,027","122,781","3,831,439"
Nganjuk,Jawa Timur,19.795591206,Polygon,Divaksin 1,-7.585765722,111.938144154,"171,025","863,955","31,826,206"
Ngawi,Jawa Timur,20.447683860,Polygon,Divaksin 1,-7.430929563,111.345767444,"141,280","690,934","31,826,206"
Nias,Sumatera Utara,5.997307626,MultiPolygon,Divaksin 1,1.033434076,97.734198265,"6,638","110,683","11,419,559"
Nias Barat,Sumatera Utara,8.484531460,MultiPolygon,Divaksin 1,0.929273920,97.453140741,"5,677","66,910","9,832,695"
Nias Selatan,Sumatera Utara,4.709334874,MultiPolygon,Divaksin 1,0.033467692,98.294452205,"13,207","280,443","11,419,559"
Nias Utara,Sumatera Utara,6.118160367,MultiPolygon,Divaksin 1,1.384936301,97.264794469,"6,871","112,305","9,832,695"
Nunukan,Kalimantan Timur,,MultiPolygon,Divaksin 1,3.998379756,117.163342748,,,
Ogan Ilir,Sumatera Selatan,11.900254373,Polygon,Divaksin 1,-3.385395249,104.633372448,"36,584","307,422","5,456,413"
Ogan Komering Ilir,Sumatera Selatan,9.164604710,MultiPolygon,Divaksin 1,-3.561109457,105.122843659,"52,965","577,930","6,303,096"
Ogan Komering Ulu,Sumatera Selatan,17.138411958,Polygon,Divaksin 1,-4.053797729,104.189879522,"46,266","269,955","6,303,096"
Ogan Komering Ulu Selatan,Sumatera Selatan,9.484771160,Polygon,Divaksin 1,-4.701149550,104.009262316,"29,699","313,123","6,303,096"
Ogan Komering Ulu Timur,Sumatera Selatan,9.561091098,Polygon,Divaksin 1,-4.119036205,104.571726973,"46,846","489,965","6,303,096"
Pacitan,Jawa Timur,12.012078097,MultiPolygon,Divaksin 1,-8.159725057,111.180637870,"56,768","472,591","31,826,206"
Padang,Sumatera Barat,24.236356255,MultiPolygon,Divaksin 1,-0.997612252,100.372202426,"176,105","726,615","4,408,509"
Padang Lawas,Sumatera Utara,9.830603621,Polygon,Divaksin 1,1.154353646,99.802787217,"18,913","192,389","9,832,695"
Padang Lawas Utara,Sumatera Utara,18.105010313,Polygon,Divaksin 1,1.639420611,99.785423666,"34,672","191,505","11,419,559"
Padang Panjang,Sumatera Barat,44.044025871,Polygon,Divaksin 1,-0.467525014,100.401361077,"19,408","44,065","4,408,509"
Padang Pariaman,Sumatera Barat,7.499430800,Polygon,Divaksin 1,-0.563027713,100.246740193,"25,692","342,586","4,408,509"
Padangsidimpuan,Sumatera Utara,16.564951044,Polygon,Divaksin 1,1.374791787,99.299858069,"28,744","173,523","11,419,559"
Pagar Alam,Sumatera Selatan,15.351566496,Polygon,Divaksin 1,-4.071137265,103.302329883,"16,508","107,533","5,456,413"
Pakpak Barat,Sumatera Utara,51.208294563,Polygon,Divaksin 1,2.557229110,98.227668647,"19,262","37,615","11,419,559"
Palangka Raya,Kalimantan Tengah,41.045220373,Polygon,Divaksin 1,-1.958225613,113.779379824,"91,702","223,417","2,036,104"
Palembang,Sumatera Selatan,26.789641608,Polygon,Divaksin 1,-2.957107940,104.745032620,"332,419","1,240,849","6,303,096"
Palopo,Sulawesi Selatan,26.220823313,MultiPolygon,Divaksin 1,-2.975948918,120.168130024,"37,071","141,380","7,058,141"
Palu,Sulawesi Tengah,36.195010962,Polygon,Divaksin 1,-0.827827501,119.873170055,"96,084","265,462","2,135,907"
Pamekasan,Jawa Timur,8.796772153,MultiPolygon,Divaksin 1,-7.072636474,113.507265551,"57,427","652,819","31,826,206"
Pandeglang,Banten,8.017327279,MultiPolygon,Divaksin 1,-6.630053287,105.640295723,"78,770","982,497","9,229,383"
Pangkajene Dan Kepulauan,Sulawesi Selatan,13.509064052,MultiPolygon,Divaksin 1,-6.062808811,118.660784109,"35,941","266,051","7,058,141"
Pangkalpinang,Bangka Belitung,34.706379258,Polygon,Divaksin 1,-2.105883998,106.111675395,"58,752","169,283","1,137,824"
Paniai,Papua,2.425462767,Polygon,Divaksin 1,-3.782621110,136.324681694,"3,433","141,540","2,583,771"
Parepare,Sulawesi Selatan,31.168966777,MultiPolygon,Divaksin 1,-4.035375233,119.655207519,"35,820","114,922","7,058,141"
Pariaman,Sumatera Barat,15.112212769,MultiPolygon,Divaksin 1,-0.605715430,100.143222511,"11,279","74,635","4,408,509"
Parigi Moutong,Sulawesi Tengah,6.514696281,Polygon,Divaksin 1,-0.178688140,120.361098316,"21,054","323,177","2,135,907"
Pasaman,Sumatera Barat,9.816798436,Polygon,Divaksin 1,0.382861902,100.042198354,"23,095","235,260","4,408,509"
Pasaman Barat,Sumatera Barat,6.177509961,MultiPolygon,Divaksin 1,0.232927645,99.526803291,"20,575","333,063","4,408,509"
Paser,Kalimantan Timur,11.978010966,MultiPolygon,Divaksin 1,-1.818846367,115.940848066,"25,101","209,559","2,874,401"
Pasuruan,Jawa Timur,14.089069231,MultiPolygon,Divaksin 1,-7.700088798,112.865234907,"196,907","1,397,587","31,826,206"
Pati,Jawa Tengah,14.687722699,MultiPolygon,Divaksin 1,-6.747072303,111.056682503,"154,578","1,052,430","28,727,805"
Payakumbuh,Sumatera Barat,22.563734487,Polygon,Divaksin 1,-0.215267694,100.623429020,"24,835","110,066","4,408,509"
Pegunungan Bintang,Papua,5.524382098,Polygon,Divaksin 1,-4.095853212,140.235895975,"2,481","44,910","2,175,921"
Pekalongan,Jawa Tengah,14.243362253,MultiPolygon,Divaksin 1,-7.009207907,109.642668249,"140,481","986,291","28,727,805"
Pekanbaru,Riau,41.421956540,Polygon,Divaksin 1,0.546021085,101.446920236,"309,876","748,096","4,840,347"
Pelalawan,Riau,9.457501103,MultiPolygon,Divaksin 1,0.058332966,102.124179965,"27,018","285,678","4,840,347"
Pemalang,Jawa Tengah,12.582255255,Polygon,Divaksin 1,-7.052327028,109.395580463,"144,419","1,147,799","28,727,805"
Pematangsiantar,Sumatera Utara,21.721120926,Polygon,Divaksin 1,2.954236648,99.063835019,"46,251","212,931","11,419,559"
Penajam Paser Utara,Kalimantan Timur,15.041068902,Polygon,Divaksin 1,-1.204238580,116.681131655,"20,308","135,017","2,874,401"
Pesawaran,Lampung,6.190089639,MultiPolygon,Divaksin 1,-5.515479801,105.157313064,"21,504","347,394","6,645,226"
Pesisir Selatan,Sumatera Barat,7.430615265,MultiPolygon,Divaksin 1,-1.402683898,100.565929240,"29,729","400,088","4,408,509"
Pidie,Aceh,10.470417725,Polygon,Divaksin 1,5.235055974,95.926552066,"35,688","340,846","4,028,891"
Pidie Jaya,Aceh,11.318762538,Polygon,Divaksin 1,5.164253923,96.184097588,"13,936","123,123","4,028,891"
Pinrang,Sulawesi Selatan,16.449473323,MultiPolygon,Divaksin 1,-3.564285743,119.580548126,"51,362","312,241","7,058,141"
Pohuwato,Gorontalo,13.992538921,MultiPolygon,Divaksin 1,0.578320062,121.647682751,"16,241","116,069","938,409"
Polewali Mandar,Sulawesi Barat,16.666756744,MultiPolygon,Divaksin 1,-3.392691632,119.259364186,"61,676","370,054","1,089,240"
Ponorogo,Jawa Timur,12.273272378,Polygon,Divaksin 1,-7.970508236,111.511011360,"93,439","761,321","31,826,206"
Pontianak,Kalimantan Barat,31.095820914,MultiPolygon,Divaksin 1,0.265244540,109.167098692,"147,105","473,070","3,872,477"
Poso,Sulawesi Tengah,12.830542427,MultiPolygon,Divaksin 1,-1.480103471,120.519609089,"22,994","179,213","2,135,907"
Prabumulih,Sumatera Selatan,17.177676341,Polygon,Divaksin 1,-3.498337382,104.197383196,"23,934","139,332","6,303,096"
Pringsewu,Lampung,6.215361179,Polygon,Divaksin 1,-5.363951031,104.953429423,"18,605","299,339","6,645,226"
Probolinggo,Jawa Timur,25.581698822,MultiPolygon,Divaksin 1,-7.857821544,113.278593678,"274,453","1,072,849","31,826,206"
Pulang Pisau,Kalimantan Tengah,27.870350357,Polygon,Divaksin 1,-2.667199931,113.981312090,"28,367","101,782","2,036,104"
Pulau Morotai,Maluku Utara,9.252418311,MultiPolygon,Divaksin 1,2.307445993,128.364513502,"4,859","52,516","954,092"
Puncak,Papua,1.840531473,Polygon,Divaksin 1,-3.294219511,137.305569272,"1,388","75,413","2,175,921"
Puncak Jaya,Papua,1.586735025,Polygon,Divaksin 1,-3.513052230,137.969939301,"2,445","154,090","2,175,921"
Purbalingga,Jawa Tengah,11.190726594,Polygon,Divaksin 1,-7.310142071,109.404287045,"87,147","778,743","28,727,805"
Purwakarta,Jawa Barat,12.109841137,Polygon,Divaksin 1,-6.630457081,107.448874883,"94,073","776,831","37,907,814"
Purworejo,Jawa Tengah,13.828838705,MultiPolygon,Divaksin 1,-7.660188568,109.987488651,"85,149","615,735","28,727,805"
Raja Ampat,Papua Barat,20.709206674,MultiPolygon,Divaksin 1,-0.843297154,130.464569037,"8,912","43,034","797,402"
Rejang Lebong,Bengkulu,12.026475597,Polygon,Divaksin 1,-3.421835350,102.747387855,"26,201","217,861","1,553,792"
Rembang,Jawa Tengah,19.115647453,MultiPolygon,Divaksin 1,-6.787879896,111.417589676,"97,987","512,601","28,727,805"
Rokan Hilir,Riau,12.757105577,MultiPolygon,Divaksin 1,1.990471990,100.717182090,"61,204","479,764","4,840,347"
Rokan Hulu,Riau,10.033618154,MultiPolygon,Divaksin 1,1.087631647,100.267619338,"42,978","428,340","4,840,347"
Rote Ndao,Nusa Tenggara Timur,12.543059979,MultiPolygon,Divaksin 1,-10.697864025,123.167823589,"12,562","100,151","3,831,439"
Sabang,Aceh,23.666591921,MultiPolygon,Divaksin 1,5.852764043,95.298825588,"7,388","31,217","4,028,891"
Sabu Raijua,Nusa Tenggara Timur,12.861899841,MultiPolygon,Divaksin 1,-10.571716105,121.778114722,"7,841","60,963","3,831,439"
Salatiga,Jawa Tengah,70.254885135,Polygon,Divaksin 1,-7.337829634,110.500706642,"107,249","152,657","28,727,805"
Samarinda,Kalimantan Timur,18.387647132,Polygon,Divaksin 1,-0.510599824,117.195508671,"117,475","638,880","2,874,401"
Sambas,Kalimantan Barat,8.260647634,Polygon,Divaksin 1,1.400413755,109.251551405,"36,898","446,672","3,872,477"
Samosir,Sumatera Utara,25.060589477,MultiPolygon,Divaksin 1,2.566248365,98.761690327,"25,644","102,328","9,832,695"
Sampang,Jawa Timur,5.138023044,MultiPolygon,Divaksin 1,-7.076995190,113.238954008,"38,069","740,927","31,826,206"
Sanggau,Kalimantan Barat,9.164859002,Polygon,Divaksin 1,0.319392925,110.331973888,"32,110","350,360","3,872,477"
Sarmi,Papua,14.464886799,MultiPolygon,Divaksin 1,-2.417193738,139.039923431,"3,137","21,687","2,175,921"
Sarolangun,Jambi,15.039002136,Polygon,Divaksin 1,-2.377277477,102.678941338,"32,602","216,783","2,686,193"
Sawahlunto,Sumatera Barat,20.916899913,Polygon,Divaksin 1,-0.632272858,100.756677003,"10,836","51,805","4,408,509"
Sekadau,Kalimantan Barat,12.667159509,Polygon,Divaksin 1,0.106386231,111.050760543,"19,191","151,502","3,872,477"
Seluma,Bengkulu,11.785352349,Polygon,Divaksin 1,-4.063242842,102.744177559,"19,072","161,828","1,553,792"
Semarang,Jawa Tengah,41.069820010,MultiPolygon,Divaksin 1,-7.200570411,110.455680640,"877,207","2,135,892","28,727,805"
Seram Bagian Barat,Maluku,9.020289710,MultiPolygon,Divaksin 1,-3.075988855,128.088366291,"14,422","159,884","1,417,690"
Seram Bagian Timur,Maluku,5.457346503,MultiPolygon,Divaksin 1,-3.822317951,130.887225604,"5,597","102,559","1,201,800"
Serang,Banten,12.974902806,MultiPolygon,Divaksin 1,-6.113313850,106.152926887,"231,646","1,785,339","9,229,383"
Serdang Bedagai,Sumatera Utara,18.212513713,Polygon,Divaksin 1,3.406531969,99.019175692,"91,804","504,071","9,832,695"
Seruyan,Kalimantan Tengah,19.942501041,Polygon,Divaksin 1,-2.370157423,112.118367807,"24,417","122,437","2,036,104"
Siak,Riau,13.944534524,Polygon,Divaksin 1,0.794583008,101.850571565,"47,989","344,142","4,840,347"
Siau Tagulandang Biaro,Sulawesi Utara,33.994252385,MultiPolygon,Divaksin 1,2.247978626,125.378162496,"19,991","58,807","1,835,346"
Sibolga,Sumatera Utara,42.004115046,MultiPolygon,Divaksin 1,1.728254591,98.782524248,"28,785","68,529","11,419,559"
Sidenreng Rappang,Sulawesi Selatan,12.741881137,Polygon,Divaksin 1,-3.844495331,119.919113232,"31,765","249,296","7,058,141"
Sidoarjo,Jawa Timur,29.647565224,Polygon,Divaksin 1,-7.438460725,112.709410749,"478,697","1,614,625","31,826,206"
Sigi,Sulawesi Tengah,8.179960206,Polygon,Divaksin 1,-1.574032381,119.968358008,"15,129","184,952","2,135,907"
Sijunjung,Sumatera Barat,13.932291667,Polygon,Divaksin 1,-0.608436420,101.018152214,"25,787","185,088","4,408,509"
Sikka,Nusa Tenggara Timur,10.044793225,MultiPolygon,Divaksin 1,-8.554192261,122.272897479,"22,963","228,606","3,831,439"
Simalungun,Sumatera Utara,9.147320647,MultiPolygon,Divaksin 1,3.035652771,99.118790320,"72,114","788,362","11,419,559"
Simeulue,Aceh,10.038162070,MultiPolygon,Divaksin 1,2.615352835,96.149264433,"7,181","71,537","4,028,891"
Singkawang,Kalimantan Barat,20.132149244,Polygon,Divaksin 1,0.932717411,109.045880345,"33,211","164,965","3,872,477"
Sinjai,Sulawesi Selatan,17.757568269,MultiPolygon,Divaksin 1,-5.214317440,120.180565221,"35,928","202,325","7,058,141"
Sintang,Kalimantan Barat,15.332098315,Polygon,Divaksin 1,0.183632158,111.832882694,"45,768","298,511","3,872,477"
Situbondo,Jawa Timur,10.263831743,Polygon,Divaksin 1,-7.805898017,113.972490495,"56,277","548,304","31,826,206"
Sleman,Yogyakarta,38.185063874,Polygon,Divaksin 1,-7.733369253,110.394506674,"335,405","878,367","2,879,699"
Solok,Sumatera Barat,13.431929401,MultiPolygon,Divaksin 1,-0.858258788,100.725690645,"49,543","368,845","4,408,509"
Solok Selatan,Sumatera Barat,12.974103198,Polygon,Divaksin 1,-1.395309682,101.286876511,"18,677","143,956","4,408,509"
Soppeng,Sulawesi Selatan,29.253465865,Polygon,Divaksin 1,-4.299525234,119.925090718,"55,918","191,150","7,058,141"
Sorong,Papua Barat,17.458816330,MultiPolygon,Divaksin 1,-0.967502659,131.310099458,"50,214","287,614","797,402"
Sorong Selatan,Papua Barat,14.123779580,Polygon,Divaksin 1,-1.732633603,132.031329780,"5,121","36,258","797,402"
Sragen,Jawa Tengah,11.856030236,MultiPolygon,Divaksin 1,-7.343777132,110.905628961,"91,976","775,774","28,727,805"
Subang,Jawa Barat,13.988884212,MultiPolygon,Divaksin 1,-6.464821866,107.701066865,"179,785","1,285,199","37,907,814"
Subulussalam,Aceh,13.665088091,Polygon,Divaksin 1,2.761518860,97.933453974,"8,974","65,671","4,028,891"
Sukabumi,Jawa Barat,13.743380219,MultiPolygon,Divaksin 1,-7.029457500,106.790757773,"330,724","2,406,424","37,907,814"
Sukamara,Kalimantan Tengah,36.389333444,Polygon,Divaksin 1,-2.777110961,111.072526998,"17,508","48,113","2,036,104"
Sukoharjo,Jawa Tengah,17.234360629,Polygon,Divaksin 1,-7.679572732,110.814287377,"124,045","719,754","28,727,805"
Sumba Barat,Nusa Tenggara Timur,16.317975045,Polygon,Divaksin 1,-9.649711627,119.367602748,"16,465","100,901","3,831,439"
Sumba Barat Daya,Nusa Tenggara Timur,8.934236431,Polygon,Divaksin 1,-9.557710077,119.170195348,"17,517","196,066","3,831,439"
Sumba Tengah,Nusa Tenggara Timur,13.225522514,Polygon,Divaksin 1,-9.582047464,119.664832861,"7,663","57,941","3,248,595"
Sumba Timur,Nusa Tenggara Timur,12.382855690,MultiPolygon,Divaksin 1,-9.867611324,120.165431830,"20,943","169,129","3,831,439"
Sumbawa,Nusa Tenggara Barat,11.198985534,MultiPolygon,Divaksin 1,-8.611590620,117.519627535,"43,274","386,410","3,910,638"
Sumbawa Barat,Nusa Tenggara Barat,20.198421083,MultiPolygon,Divaksin 1,-8.844274099,116.895163161,"21,031","104,122","3,910,638"
